toraj	torej
ſlushabniku	služabniku
:	:
.	.
xxviii	xxviii
.	.
”	”
—	—
—	—
jurzhek	jurček
!	!
vſi	vsi
ſe	se
preſtraſhijo	prestrašijo
.	.
preden	preden
pa	pa
ſam	sam
va-njo	vanjo
pridem	pridem
,	,
me	me
she	že
vſelej	vselej
kdo	kdo
drug	drug
prehití	prehiti
.	.
pervi	prvi
prebivavzi	prebivalci
le	le
téh	teh
deshel	dežel
,	,
kar	kar
je	je
mogozhe	mogoče
svédi_ti	izvedeti
,	,
ſo	so
bili	bili
ilirzi	ilirci
,	,
po	po
kterih	katerih
ſe	se
ſhe	še
dan_danáſhni	dandanašnji
té	te
deshele	dežele
ilirſke	ilirske
imenujejo	imenujejo
.	.
ta	ta
je	je
bla	bila
dobra	dobra
!	!
to	to
vémo	vemo
ſtoriti	storiti
,	,
pa	pa
vender	vendar
ſhe	še
ktéri	kateri
odleti	odleti
.	.
inu	in
takrat	takrat
ſe	se
bódo	bodo
vidili	videli
tę	te
krotke	krotke
,	,
pokorne	pokorne
ovzę	ovce
na	na
deſnizi	desnici
,	,
inu	in
ti	ti
nepokorni	nepokorni
,	,
ſamopaſhni	samopašni
kosli	kozli
na	na
levizi	levici
,	,
kakor	kakor
popiſsuje	popisuje
s.	s.
mattheush	matevž
na	na
13.	13.
inu	in
25.	25.
poſtavi	postavi
.	.
kje	kje
so	so
ble	bile
ſapovde	zapovedi
ſapiſſane	zapisane
?	?
inu	in
kader	kadar
je	je
on	on
she	še
biv	bil
blisu	blizu
perſhov	prišel
,	,
je	je
njega	njega
popraſhov	poprašal
rekozh	rekoč
:	:
kaj	kaj
ozhesh	hočeš
,	,
de	da
tebi	tebi
ſturim	storim
?	?
praſé	prase
nozhe	noče
nizh	nič
vseti	vzeti
,	,
ima	ima
mersle	mrzla
uſheſa	ušesa
,	,
teshkó	težko
diha	diha
,	,
vamp	vamp
tiſhi	tišči
v	v
mersle	mrzla
tla	tla
,	,
in	in
na	na
vſih	vseh
ſhterih	štirih
leshi	leži
;	;
ſzhaſama	sčasoma
poſtane	postane
rudezho	rdeče
ali	ali
viſhnjevo	višnjevo
,	,
vzhaſi	včasi
mu	mu
tudi	tudi
vrat	vrat
satézhe	zateče
,	,
in	in
ako	ako
ſe	se
mu	mu
sdajzi	zdajci
ne	ne
pomaga	pomaga
,	,
v	v
24	24
urah	urah
pogine	pogine
,	,
vzhaſi	včasi
pa	pa
ſhe	še
popred	popred
.	.
kam	kam
gresh	greš
ti	ti
?	?
tedaj	tedaj
ſe	se
je	je
vidil	videl
viſsęti	viseti
med	med
neham	nebom
inu	in
semló	zemljo
,	,
na	na
enim	enem
ſhpotlivim	špotljivem
trami	tramu
ta	ta
şrędnik	srednik
med	med
bogam	bogom
,	,
inu	in
ludmy	ljudmi
,	,
ta	ta
odreſhenik	odrešenik
tiga	tega
ſvęjta	sveta
,	,
ta	ta
edino_rojeni	edinorojeni
şyn	sin
nebęſhkiga	nebeškega
ozhęta	očeta
,	,
o	o
kakú	kako
vuſs	ves
drugagſhen	drugačen
sdaj	zdaj
na	na
kalvarji	kalvariji
,	,
kakor	kakor
tam	tam
na	na
gorri	gori
thabor	tabor
!	!
jesus	jezus
pak	pa
je	je
obſtav	obstal
,	,
inu	in
je	je
ukasov	ukazal
njega	njega
k'	k
ſebi	sebi
perpellati	pripeljati
.	.
„	„
shaloſtno	žalostno
,	,
ko	ko
od	od
vaſ	vas
grem	grem
,	,
je	je
vaſhe	vaše
ſerze	srce
;	;
jokali	jokali
ſhe	še
boſte	boste
ino	in
tarnali	tarnali
,	,
ſvet	svet
pa	pa
ſe	se
bo	bo
veſelil	veselil
.	.
inu	in
koku	kako
slo	zelo
!	!
jakop	jakob
ſta	sta
ga	ga
ſpremila	spremila
.	.
jesuſ	jezus
je	je
enkrat	enkrat
ſvoje	svoje
naj_ljubſhi	najljubše
uzhenze	učence
,	,
petra	petra
,	,
jakopa	jakoba
ino	in
janesa	janeza
,	,
na	na
ſkrivnim	skrivnem
ſeboj	seboj
vsel	vzel
,	,
ino	in
jih	jih
na	na
viſoko	visoko
goro	goro
pelje	pelje
.	.
v'	v
njej	njej
med	med
dvema	dvema
gorama	gorama
ſo	so
ſhotore	šotore
raspeli	razpeli
.	.
she	še
enkrat	enkrat
je	je
hudizh	hudič
njega	njega
s'	s
ſabo	sabo
usel	vzel
na	na
eno	eno
ſilnu	silno
viſſoko	visoko
gorro	goro
,	,
ter	ter
je	je
njemu	njemu
pokasov	pokazal
uſſe	vsa
krayleſtva	kraljestva
tega	tega
ſvejta	sveta
,	,
inu	in
njeh	njih
zhaſt	čast
,	,
inu	in
je	je
k'	k
njemu	njemu
djav	dejal
:	:
letu	le-to
uſſe	vse
ozhem	hočem
jeſt	jaz
tebi	tebi
dati	dati
,	,
zhe	če
dolipadesh	doli_padeš
inu	in
mene	mene
moleſh	moliš
.	.
is	iz
ſerza	srca
rad	rad
;	;
jeſt	jaz
vidim	vidim
,	,
de	da
mojo	mojo
sadershánje	zadržanje
ni	ni
blo	bilo
lepó	lepo
.	.
vzhaſi	včasi
ta	ta
bolesin	bolezen
le	le
kake	kake
ure	ure
,	,
lé	le
1	1
,	,
2	2
ali	ali
3	3
dni	dni
terpi	trpi
;	;
malokadaj	malokdaj
pa	pa
zhes	čez
pet	pet
dni	dni
.	.
ali	ali
ſe	se
vam	vam
morebiti	morebiti
uni	oni
vojſhak	vojščak
inu	in
premagovavèz	premagovalec
en	en
ſlab	slab
zhlovek	človek
sdy	zdi
,	,
katęri	kateri
zęlo	celo
semlo	zemljo
ſtręſse	strese
,	,
dé	da
ſe	se
lę	le
na	na
krajlęvi	kraljevi
ſédesh	sedež
povsdigne	povzdigne
?	?
o	o
,	,
jes	jaz
niſim	nisem
vezh	več
vréden	vreden
,	,
de	da
me	me
sêmlja	zemlja
nóſi	nosi
!	!
pa	pa
bódi	bodi
!	!
nar	naj
na	na
dno	dno
je	je
ſhel	šel
v'	v
barko	barko
,	,
ino	in
ſe	se
ſili	sili
ſpati	spati
.	.
s	s
poſebno	posebno
ljubesnijo	ljubeznijo
sa	za
isobrashenje	izobraženje
rokodelſkiga	rokodelskega
ſtanu	stanu
v	v
riſanju	risanju
ſta	sta
oba	oba
rajnka	rajnka
uzhenika	učenika
riſanja	risanja
na	na
nedeljſki	nedeljski
ſholi	šoli
,	,
andrej	andrej
herlein	herlein
in	in
vinzenz	vinzenz
dorfmeister	dorfmeister
v	v
dolgi	dolgi
pridni	pridni
ſlushbi	službi
veliko	veliko
ſtorila	storila
.	.
verjeti	verjeti
.	.
zhe	če
pa	pa
pravi	pravi
,	,
kakor	kakor
ſmo	smo
brali	brali
,	,
de	da
krajnſki	kranjski
zepez	cepec
s	s
ſamo	samo
gerzho	grčo
na	na
klaſje	klasje
pada	pada
,	,
in	in
tako	tako
veliko	veliko
sernja	zrnja
ubije	ubije
,	,
ga	ga
proſimo	prosimo
,	,
naj	naj
pervi	prvi
krajnſki	kranjski
zepez	cepec
,	,
ki	ki
mu	mu
v	v
roko	roko
pride	pride
,	,
dobro	dobro
pogleda	pogleda
;	;
in	in
upamo	upamo
,	,
de	da
bo	bo
beſedo	besedo
nasaj	nazaj
vsel	vzel
,	,
in	in
ſposnal	spoznal
,	,
de	da
le	le
nemſhki	nemški
zepez	cepec
vezh	več
sernja	zrnja
pobije	pobije
,	,
kakor	kakor
krajnſki	kranjski
,	,
kteri	kateri
je	je
per	pri
mlatenji	mlatenju
teshko	težko
kdaj	kdaj
na	na
glavo	glavo
padel	padel
.	.
23.	23.
inu	in
kadar	kadar
je	je
bil	bil
tę	te
mnóshize	množice
ispuſtil	odpustil
,	,
je	je
on	on
na	na
gorro	goro
ſhal	šel
ſam	sam
molit	molit
.	.
19.	19.
kadar	kadar
vaſs	vas
bódo	bodo
pak	pa
isdali	izdali
,	,
ne	ne
ſkèrbite	skrbite
,	,
kakú	kako
,	,
ali	ali
kaj	kaj
imate	imate
govoriti	govoriti
:	:
sakaj	zakaj
vam	vam
bó	bo
danu	dano
v'	v
tęiſti	taisti
uri	uri
,	,
kaj	kaj
imate	imate
govoriti	govoriti
.	.
„	„
vojnomir	vojnomir
!	!
branje	branje
is	iz
piſma	pisma
s.	s.
paula	pavla
apoſtel.	apostol.
s_zhaſama	sčasoma
ſo	so
turki	turki
,	,
v	v
veliko	veliko
vojſkah	vojskah
premagani	premagani
,	,
po	po
previdnoſti	previdnosti
boshji	božji
takó	tako
obnemógli	obnemogli
,	,
de	da
ſe	se
v	v
prizhijozhih	pričujočih
zhaſih	časih
sa	za
ſrezhne	srečne
dershé	drže
,	,
de	da
jih	jih
druge	druga
ljudſtva	ljudstva
pri	pri
miru	miru
puſtijo	pustijo
.	.
vſe	vse
prav	prav
,	,
tóde	toda
jeſt	jaz
vender_le	vendarle
ſkuſhene	skušene
ſtare	stare
dobrote	dobrote
ne	ne
savershem	zavržem
;	;
per	pri
ſtarim	starem
naj	naj
naſ	nas
puſtijo	pustijo
!	!
takó	tako
vam	vam
je	je
vrózhe	vroče
in	in
vaſhe	vaše
uſtnize	ustnice
ſo	so
vſe	vse
ſuhe	suhe
.	.
baron	baron
.	.
tako	tako
poſuſheni	posušeni
proſtori	prostori
ſe	se
ſkos	skozi
vezh	več
let	let
dajo	dajo
obdelovati	obdelovali
,	,
bres	brez
de	da
bi	bi
jih	jih
gnojiti	gnojiti
potreba	potreba
bilo	bilo
.	.
”	”
je	je
sdaj	zdaj
glaſno	glasno
djala	dejala
,	,
ſi	si
shé	že
od	od
njih	njih
!	!
aku	ako
je	je
v'	v
şonzhnimu	sončnem
lętu	letu
sima	zima
dolgu	dolgo
terpela	trpela
,	,
toku	tako
bode	bo
posna	pozna
spomlad	spomlad
,	,
dobra	dobra
,	,
inu	in
vſsimu	vsemu
fruhtu	fruhtu
nuzna	nucna
.	.
to	to
ſo	so
bili	bili
shaloſtni	žalostni
in	in
grenki	grenki
zhaſi	časi
sa	za
naſhe	naše
kráje	kraje
;	;
komaj	komaj
je	je
ena	ena
neſrezha	nesreča
odſhla	odšla
,	,
je	je
vshe	že
druga	druga
kader	kadar
goſpó	gospo
po_nozhi	ponoči
,	,
poſtavim	postavim
,	,
trebuh	trebuh
boly	boli
,	,
inu	in
sgonzhek	zvonček
sapoje	zapoje
,	,
tri	tri
ſtopinze	stopinjice
ſtriſh	storiš
—	—
ferk	frk
!	!
shivela	živela
je	je
prav	prav
poboshno	pobožno
in	in
krepoſtno	krepostno
in	in
je	je
tudi	tudi
ſvoje	svoje
poſle	posle
k	k
bogabojezhnoſti	bogaboječnosti
naganjala	naganjala
.	.
ker	ker
shenina	ženina
le	le
dolgo	dolgo
ni	ni
bilo	bilo
,	,
ſo	so
vſe	vse
podremale	podremale
ino	in
poſpale	pospale
.	.
)	)
v'	v
timu	temu
ſtrahu	strahu
ſaj	saj
niſi	nisi
tudi	tudi
posabil	pozabil
,	,
kaj	kaj
sa	za
ene	ena
piſma	pisma
v'	v
arshati	aržetu
noſsiſh	nosiš
.	.
lithoſtratos	lithostratos
,	,
po	po
judovſku	judovsko
pak	pa
gabbata	gabata
.	.
priprave	priprave
sa	za
ogenj	ogenj
gaſiti	gasiti
ſo	so
na	na
desheli	deželi
ſhe	še
ſilno	silno
ſlabe	slabe
in	in
derſkavze	drskalnice
ali	ali
ſhprizovnize	špricalnice
sa	za
ogenj	ogenj
gaſiti	gasiti
,	,
ki	ki
nar_vezh	največ
isdajo	izdajo
,	,
ſhe	še
malokjé	malokje
imajo	imajo
,	,
sraven	zraven
téga	tega
ſo	so
pa	pa
zeſte	ceste
ſhe	še
,	,
poſebno	posebno
bliso	blizu
vaſi	vasi
in	in
tergov	trgov
,	,
grosno	grozno
révne	revne
;	;
savolj	zavolj
tega	tega
priprave	priprave
sa	za
gaſiti	gasiti
is	iz
blishnih	bližnjih
krajev	krajev
—	—
slaſti	zlasti
po_nozhi	ponoči
,	,
ali	ali
zlo	celo
bliso	blizu
ognja	ognja
ne	ne
morejo	morejo
,	,
ali	ali
pa	pa
prepozhaſi	prepočasi
;	;
doſtikrat	dostikrat
pa	pa
vſe	vse
polomljene	polomljene
pridejo	pridejo
,	,
s	s
kterimi	katerimi
ſe	se
vezh	več
pomagati	pomagati
ne	ne
more	more
.	.
”	”
moshá	moža
ſta	sta
po_tem	potem
pred	pred
grôfa	grofa
pokléknila	pokleknila
in	in
ſta	sta
tudi	tudi
njega	njega
odpuſhanja	odpuščanja
proſila	prosila
in	in
ſe	se
mu	mu
sa	za
uſmiljenje	usmiljenje
sahvalila	zahvalila
,	,
ktéro	katero
je	je
nad	nad
njunima	njunima
shenama	ženama
in	in
otrózi	otroki
ſkasoval	izkazoval
.	.
dodélal	dodelal
ſim	sem
delo	delo
,	,
ktero	katero
ſi	si
mi	mi
ukasal	ukazal
.	.
koſhuta	košuta
je	je
bila	bila
,	,
ktére	katere
mléko	mleko
ſta	sta
genovefa	genovefa
in	in
njeni	njen
ſin	sin
shé	že
tako	tako
dolgo	dolgo
vshivala	uživala
.	.
posajeni	posajeni
bli	bili
,	,
sem	sem
jeſt	jaz
ne	ne
ojſtru	ostro
,	,
temuzh	temveč
myrnu	mirno
derſhalla	držala
,	,
de	da
be	bi
se	se
pobulshali	poboljšali
.	.
danàs	danes
sadnizh	zadnjič
ſe	se
kashe	kaže
lubęsen	ljubezen
inu	in
miloſt	milost
tróſhtarja	troštarja
ſvętiga	svetega
duhá	duha
na	na
eno	eno
prezhudno	prečudno
visho	vižo
,	,
kęr	ker
je	je
videózh	videč
zhes	čez
tę	te
perve	prve
vęrne	verne
naſhe	naše
zerkve	cerkve
doli	dol
is	iz
nebęſs	nebes
priſhàl	prišel
.	.
vſi	vsi
ſveti	sveti
angeli	angeli
,	,
inu	in
arhangeli	arhangeli
,	,
sa	za
naſs	nas
boga	boga
proſite	prosite
.	.
po_tem	potem
pojiſhi	poišči
matizo	matico
(	(
maternizo	maternico
ali	ali
kraljizo	kraljico
)	)
vsami	vzemi
jo	jo
prozh	proč
,	,
in	in
sapri	zapri
zhbele	čebele
v	v
panj	panj
,	,
kteriga	katerega
luknjo	luknjo
ali	ali
shrelo	žrelo
ſi	si
s	z
navertanim	navrtanim
koſitarjam	kositrom
sadelal	zadelal
,	,
de	da
ſapo	sapo
imajo	imajo
,	,
vonder	vendar
vjiti	uiti
ne	ne
morejo	morejo
.	.
na	na
ognjiſhih	ognjiščih
ſe	se
vezhji	večji
dél	del
vidi	vidi
,	,
de	da
dolge	dolga
polena	polena
pod	pod
kotlam	kotlom
in	in
pri	pri
piſkrih	piskrih
leshé	leže
,	,
bres	brez
de	da
bi	bi
jih	jih
kdo	kdo
k	k
ognju	ognju
primikal	primikal
,	,
zhe	če
pregoré	pregore
.	.
☞	☞
te	te
novize	novice
pridejo	pridejo
vſako	vsako
ſrédo	sredo
na	na
dvéh	dveh
zhetertnih	četrtnih
liſtih	listih
v	v
ljubljani	ljubljani
na	na
ſvitlo	svetlo
.	.
tebe	tebe
próſimo	prosimo
,	,
tak'	tako
naſ	nas
vſelej	vselej
réſhi	reši
tud'	tudi
od	od
vſéga	vsega
,	,
s	s
zhimur	čimer
te	te
v	v
shivalih	živalih
shalimo	žalimo
.	.
ako_ravno	akoravno
mi	mi
te	te
miſli	misli
niſmo	nismo
,	,
ſmo	smo
vender	vendar
voljo	voljo
gdr.	gdr.
pr.	pr.
sakaj	zakaj
pa	pa
?	?
adam	adam
ino	in
eva	eva
dobita	dobita
dva	dva
ſinova	sinova
.	.
shush.	žuž.
per	pri
shl.	žl.
kader	kadar
je	je
pilatush	pilat
lete	le-te
beſſede	besede
ſhliſhal	slišal
,	,
je	je
on	on
jesuſa	jezusa
vonkej	venkaj
pelal	peljal
:	:
inu	in
je	je
ſęduv	sedel
na	na
ſodni	sodni
ſtov	stol
,	,
na	na
temu	tem
męſtu	mestu
,	,
katiru	katero
ſe	se
po	po
grekuſhku	grekuško
imęnuje	imenuje
.	.
“	“
egipzhanje	egipčani
ſo	so
jih	jih
ſílili	silili
,	,
de	da
naj	naj
hité	hite
is	iz
deshèle	dežele
.	.
elisej	elizej
pa	pa
rezhe	reče
:	:
„	„
kakor	kakor
shiví	živi
bog	bog
,	,
vprizho	vpričo
kteriga	katerega
ſtojim	stojim
,	,
kar	kar
trohe	trohe
ne	ne
vsamem	vzamem
.	.
moje	moje
deslih	dasilih
noter	noter
da	do
smerti	smrti
uſſelej	vselej
zhiſtu	čisto
telo	telo
je	je
od	od
mene	mene
zel	celo
malu	malo
dobrot	dobrot
zhe	če
ſe	se
jeſt	jaz
golufam	goljufam
,	,
kadar	kadar
tvoj	tvoj
evangęlium	evangelium
inu	in
tvojo	tvojo
zęrku	cerkev
poſluſham	poslušam
,	,
taku	tako
bi	bi
mene	mene
ti	ti
ſam	sam
golufal	goljufal
,	,
kar	kar
bi	bi
bilu	bilo
enu	eno
preklinuvanje	preklinjanje
lę	le
ſamu	samo
miſliti	misliti
,	,
inu	in
ny	ni
nikoli	nikoli
mogozhe	mogoče
;	;
sakaj	zakaj
zhe	če
jo	jo
dalej	dalje
premiſhlujem	premišljujem
to	to
zhiſtoſt	čistost
inu	in
lepoto	lepoto
tvojga	tvojega
evangęlia	evangelija
,	,
to	to
ſvetóſt	svetost
,	,
inu	in
ſvetloſt	svetlost
tvoje	tvoje
zęrkve	cerkve
,	,
vękſhi	večjo
lubęsen	ljubezen
zhutim	čutim
jeſt	jaz
do	do
tvoje	tvoje
ſvęte	svete
vęre	vere
,	,
inu	in
ſliſhim	slišim
na	na
dnu	dnu
mojga	mojega
ſèrzá	srca
en	en
glaſs	glas
,	,
katęri	kateri
k'	k
meni	meni
klizhe	kliče
:	:
jęsus	jezus
chriſtus	kristus
je	je
ſam	sam
ta	ta
prava	prava
reſniza	resnica
,	,
inu	in
ta	ta
zęrku	cerkev
po	po
iliriji	iliriji
je	je
bilo	bilo
ſkoroj	skoraj
kakor	kakor
ob	ob
zhaſu	času
atila	atila
;	;
v	v
nizh	nič
je	je
bilo	bilo
vſe	vse
priſhlo	prišlo
.	.
veliko	veliko
puſtiga	pustega
proſtora	prostora
je	je
ſhe	še
ſimtertje	semtertja
,	,
rasdelajte	razdelajte
ga	ga
,	,
in	in
ſadite	sadite
ſadno	sadno
drevje	drevje
,	,
krompir	krompir
,	,
in	in
drugo	drugo
kmetijſko	kmetijsko
selinje	zelinje
,	,
ki	ki
po	po
rasdelanih	razdelanih
novinah	novinah
dobro	dobro
porata	porata
.	.
„	„
ti	ti
ſi	si
tedaj	tedaj
is	iz
tiſtih	tistih
prijasnih	prijaznih
krájev	krajev
,	,
kjér	kjer
ſim	sem
jes	jaz
domá	doma
?	?
zhér	čer
sopet	zopet
v	v
dolínizo	dolinico
v	v
votlíno	votlino
priſhla	prišla
.	.
shush.	žuž.
1	1
kir	ki
ſte	ste
s	z
umam	umom
obilniſhi	obilnejše
darovani	darovani
,	,
sakaj	zakaj
ne	ne
ſkuſite	skusite
vaſho	vašo
ſrezho	srečo
,	,
slaſti	zlasti
savolo	zavoljo
ſladke	sladke
vinſke	vinske
terte	trte
?	?
kmetijſke	kmetijske
in	in
rokodélſke	rokodelske
novize	novice
.	.
2	2
)	)
grega_ta	grega
saduſhaka	zadušaka
is	iz
tuinz	tunjic
,	,
v	v
mekinſki	mekinjski
kom.	kom.
3	3
)	)
janesa	janeza
pengava	pengava
is	iz
noſhz	nožic
,	,
v	v
mekinſki	mekinjski
kom.	kom.
4	4
)	)
martina	martina
janzhizha	jančiča
is	iz
hudne	hudne
,	,
v	v
ponoviſhki	ponoviški
kom.	kom.
5	5
)	)
franza	franca
janeshizha	janežiča
is	iz
labave	labave
,	,
v	v
ponoviſhki	ponoviški
kom.	kom.
6	6
)	)
jurja	jurija
dekleva	dekleva
is	iz
prema	prema
,	,
per	pri
poſtojni	postojni
.	.
o	o
jesuſ	jezus
kriſtuſ	kristus
!	!
jesuſ	jezus
je	je
roke	roke
na-nje	nanje
pokladal	pokladal
,	,
ino	in
vſak	vsak
je	je
per	pri
tej	tej
prizhi	priči
osdravel	ozdravel
,	,
imej	imej
bolesen	bolezen
,	,
ktero	katero
ſi	si
bodi	bodi
.	.
krajnſki	kranjski
zepzi	cepci
ſo	so
tudi	tudi
dobri	dobri
.	.
)	)
vaſha	vaša
gnada	gnada
—	—
jeſt	jaz
—	—
ſe	se
vedó	vedo
—	—
ſnozhi	sinoči
—	—
ſej	saj
ſim	sem
jeſt	jaz
—	—
plazhujejo	plačujejo
ſe	se
v	v
piſarnizi	pisarnici
z.	c.
k.	k.
kmetijſke	kmetijske
drushbe	družbe
v	v
hiſhi	hiši
195	195
v	v
‚	‚
şalendrovi	salendrovi
ulizi	ulici
bliso	blizu
brega	brega
;	;
sa	za
ljubljano	ljubljano
in	in
sa	za
tiſte	tiste
,	,
ki	ki
jih	jih
ne	ne
dobivajo	dobivajo
po	po
póſhti	pošti
,	,
sa	za
zélo	celo
leto	leto
s	z
2	2
fl.	fl.
,	,
—	—
sa	za
pol	pol
leta	leta
s	z
1	1
fl.	fl.
;	;
prejemljejo	prejemajo
ſe	se
pa	pa
pri	pri
natiſkovavzu	natiskovalcu
na	na
bregu	bregu
nr.	nr.
190.	190.
po	po
poſhti	pošti
veljajo	veljajo
sa	za
zelo	celo
leto	leto
2	2
fl.	fl.
3o	30
kr.	kr.
,	,
—	—
sa	za
pol	pol
leta	leta
1	1
fl.	fl.
15	15
kr.	kr.
po	po
vſih	vseh
z.	c.
k	k
poſhtah	poštah
ſe	se
snajo	znajo
dobiti	dobiti
.	.
”	”
mu	mu
rezhejo	rečejo
,	,
ino	in
ſe	se
ſpet	spet
h'	h
kvartam	kartam
vſedejo	usedejo
.	.
nikar	nikar
doli	dol
ne	ne
hodi	hodi
!	!
natu	nato
je	je
jesus	jezus
k'	k
njemu	njemu
rekuv	rekel
:	:
supet	zopet
ſtojy	stoji
piſſanu	pisano
:	:
ti	ti
nimaſh	nimaš
goſpuda	gospoda
tvojiga	tvojega
boga	boga
ſkuſhati	skušati
.	.
kako	kako
prelepa	prelepa
je	je
ta	ta
ptizhiza	ptičica
!	!
tudi	tudi
vrata	vrata
in	in
eno	eno
okno	okno
ima	ima
ſtaniza	stanica
,	,
ſkosi	skozi
ktere	katere
dobiva	dobiva
srak	zrak
in	in
ſvitlobo	svetlobo
.	.
zaharija	zaharija
gré	gre
,	,
po	po
duhovſko	duhovsko
oblézhen	oblečen
,	,
s'	z
slato	zlato
kadilnizo	kadilnico
v'	v
rokah	rokah
,	,
sa	za
sagrinjalo	zagrinjalo
,	,
ktero	katero
je	je
ſvetínjiſhe	svetišče
sakrivalo	zakrivalo
,	,
ino	in
nęshka	nežka
,	,
ti	ti
popręjſhni	poprejšnji
.	.
jak.	jak.
na	na
eno_inu_dvejſeto	enaindvajseto
nedello	nedeljo
po	po
winkuſhtah	binkoštih
.	.
sveta	sveta
maria	marija
,	,
sveta	sveta
mati	mati
boshja	božja
,	,
sveta	sveta
diviz	devic
diviza	devica
,	,
sveti	sveti
mihael	mihael
,	,
sveti	sveti
gabriel	gabriel
,	,
sveti	sveti
raphael	rafael
.	.
genovefa	genovefa
je	je
sdaj	zdaj
v	v
ſôbo	sobo
priſhlà	prišla
in	in
je	je
ſvôjimu	svojemu
móshu	možu
po	po
viteshki	viteški
ſhêgi	šegi
mezh	meč
in	in
ſúlizo	sulico
podala	podala
.	.
savupie	zavpije
gori	gor
en	en
ſvęti	sveti
bernard	bernard
,	,
o	o
shena	žena
!	!
njégove	njegova
dobre	dobra
dela	dela
mu	mu
bodo	bodo
dolg	dolg
ſpomin	spomin
.	.
aku	ako
spomlad	spomladi
ni	ni
dolgu	dolgo
deshvalu	deževalo
,	,
pride	pride
enu	eno
ſparzhnu	soparno
,	,
gorkn	gorkn
lętu	leto
,	,
kar	kar
ſe	se
ſkorej	skoraj
vſselej	vselej
pergodí	prigodi
,	,
aku	ako
pa	pa
spomlad	spomladi
smeram	zmerom
deshúje	dežuje
,	,
toku	tako
bode	bo
lętu	leto
vrózhe	vroče
,	,
inu	in
ſuhu	suho
,	,
kar	kar
pa	pa
ſe	se
malukedej	malokdaj
pergodí	prigodi
,	,
inu	in
per	per
-	-
kér	ker
je	je
pa	pa
povſod	povsod
ondod	ondod
manj	manj
ali	ali
vezh	več
ſhkodo	škodo
ſtorila	storila
,	,
slaſti	zlasti
pa	pa
per	pri
vaſeh	vaseh
tomaj	tomaj
,	,
krish	križ
,	,
shepu_l_e	šepule
,	,
grahorjevo	grahorjev
berdo	brdo
,	,
dutovle	dutovlje
,	,
krepije	kreplje
in	in
g_o	godnje
dnje	godnje
je	je
vſe	vse
do	do
zhiſtiga	čistega
konzhala	končala
,	,
vino	vino
,	,
ajdo	ajdo
in	in
ſadje	sadje
,	,
kar	kar
je	je
pa	pa
ſadja	sadja
po	po
ſkoraj	skoraj
popolnama	popolnoma
odbitim	odbitem
perji	perju
puſtila	pustila
,	,
je	je
vſe	vse
obtolzheno	obtolčeno
posneje	pozneje
doli	dol
popadalo	popadalo
.	.
—	—
„	„
nezhem	nočem
jih	jih
viditi	videti
!	!
sloshi	zloži
na	na
ſklędo	skledo
,	,
poręshi	poreži
niti	niti
prozh	proč
,	,
políj	polij
s'	z
shupo	župo
,	,
inu	in
s'	s
peterſhilam	peteršiljem
enmalo	en_malo
obloshi	obloži
.	.
to	to
mojo	mojo
ſkuſhnjo	skušnjo
ſo	so
vedli	vedeli
she	že
zhbelarji	čebelarji
nekdajnih	nekdanjih
zhaſov	časov
.	.
koliko	koliko
ſhe	še
shivih	živih
umetalnikov	umetnikov
in	in
rokodelzov	rokodelcev
je	je
njih	njih
nevtrudenimu	neutrudnem
napeljevanju	napeljevanju
sa	za
ta	ta
pripomozhek	pripomoček
vſakimu	vsakemu
obertniku	obrtniku
tako	tako
potrében	potreben
hvaleshnoſt	hvaležnost
dolshnih	dolžnih
!	!
1.	1.
puſhanje	puščanje
,	,
ſkosi	skozi
ktero	katero
ſe	se
veliki	veliki
domazhi	domači
shivini	živini
6	6
—	—
12	12
—	—
16	16
máſelzov	maseljcev
kervi	krvi
vsame	vzame
;	;
dobro	dobro
rejeni	rejeni
shivini	živini
ſe	se
mora	mora
bres	brez
odlóga	odloga
puſhati	puščati
in	in
to	to
je	je
bólje	bolje
,	,
kakor	kakor
vſi	vsi
drugi	drugi
pomozhki	pomočki
.	.
poniſhnu	ponižno
te	te
prosem	prosim
jest	jaz
ſdej	zdaj
:	:
*	*
pred	pred
greham	grehom
me	me
varvej	varuj
,	,
'	'
nu	in
gnado	gnado
me	mi
dej	daj
.	.
matizh.	matič.
bersh	brž
je	je
lahko	lahko
vſtala	vstala
,	,
ino	in
je	je
jesuſu	jezusu
ino	in
njegovim	njegovim
uzhenzam	učencem
polna	polna
hvale	hvale
ino	in
veſelja	veselja
per	pri
misi	mizi
ſtregla	stregla
.	.
30.	30.
kęr	ker
je	je
pak	pa
vidil	videl
ta	ta
mozhni	močni
vęjtèr	veter
,	,
ſe	se
je	je
sbal	zbal
,	,
inu	in
kadar	kadar
je	je
sazhęl	začel
ſe	se
topiti	topiti
,	,
je	je
vpil	vpil
rekózh	rekoč
:	:
goſpód	gospod
ohrani	ohrani
me	me
.	.
rezh	reci
itdr.	itdr.
„	„
mirniga	mirnega
ſerza	srca
bódi	bodi
!	!
aku	ako
be	bi
en	en
nakerstnik	nekrstnik
othl	hotel
kersten	krščen
biti	biti
,	,
inu	in
be	bi
nobenega	nobenega
naimel	ne_imel
,	,
katire	kateri
be	bi
njega	njega
kerstil	krstil
;	;
ali	ali
aku	ako
be	bi
eden	eden
menil	menil
,	,
de	da
je	je
kersten	krščen
,	,
inu	in
be	bi
nabil	ne_bil
,	,
koku	kako
be	bi
se	si
