solo	Sólo
de	de
vm	VM
	,
Isaac	Isaac
Balde	Balde
Domingo	Domingo
de	de
sta	Santa
Marina	Marina

seria	Sería
olvido	olvido
	,
que	que
ya	ya
le	le
adverti	advertí
era	era
para	para
vmd	VM

y	Y
el	el
coste	coste
de	de
la	la
manufactura	manufactura
le	le
paga	paga
fr	fray
Migl	Miguel

este	Éste
sera	será
el	el
mayor	mayor
asierto	acierto
,	,
porq	porque
el	el
señor	señor
Dn	don
Barme	Bartolomé
no	no
se	se
resuelve	resuelve
a	a
ello	ello
tan	tan
presto	presto

sobrino	Sobrino
	,
un	un
amigo	amigo
de	de
granada	Granada
me	me
a	ha
pedido	pedido
mui	muy
encaresidamte	encarecidamente
un	un
traslado	traslado
de	de
la	la
gente	gente
que	que
salio	salió
,	,
como	cómo
,	--
y	y
con	con
que	qué
sentensia	sentencia
,	,
ansín	así
de	de
condenasiones	condenaciones
como	como
de	de
lo	lo
demas	demás
,	,
los	los
nonbre	nombre
de	de
las	las
presonas	personas
y	y
donde	dónde
son	son

Md	Madrid
	,
de	de
26	26
de	de
settie	septiembre
1607	1607

al	Al
amigo	amigo
y	y
ssr	señor
Ju	Juan
Ant	Antonio
albardo	Albaredo
mis	mis
Cordiales	cordiales
cariños	cariños

Dios	Dios
se	se
la	la
prospere	prospere
como	como
puede	puede
en	en
conppa	compañía
de	de
mi	mi
señora	señora
	,
cuyos	cuyos
pies	pies
Bezo	beso
con	con
las	las
manos	manos
de	de
Vmd	VM
	,
no	no
olvidandome	olvidándome
de	de
los	los
señores	señores
sus	sus
hijos	hijos

pareceme	Paréceme
se	se
yquevocaria	equivocaría
en	en
la	la
raçon	razón
de	de
escrivir	escribir
que	que
esten	estén
bien	bien
U	o
mal	mal
conmigo	conmigo
todos	todos

y	Y
para	para
se	se
poder	poder
saber	saber
fuera	fuera
mejor	mejor
asistiera	asistiera
a	a
la	la
mira	mira
Juan	Juan
Ramos	Ramos
	,
por	por
no	no
ser	ser
conocido	conocido

si	Si
este	este
orden	orden
avia	había
venido	venido
ocho	ocho
o	o
,	--
dies	diez
dias	días
antes	antes
	,
los	los
pudia	podía
aver	haber
ynbiado	enviado
por	por
ostende	Ostende
para	para
ymbarcar	embarcar
en	en
un	un
navio	navío
que	que
saldra	saldrá
en	en
5	5
o	o
sÿs	seis
Dias	días

los	Los
generos	géneros
de	de
aca	acá
y	y
en	en
Ambourgo	Hamburgo
y	y
flandes	Flandes
son	son
en	en
precio	precio
baros	varios
;	:
la	la
pimienta	pimienta
subio	subió
algo	algo
a	a
18	18
gs	gruesos
,	;
el	el
cavallo	caballo
bale	vale
a	a
95	95
plas	placas
	;
vaqueta	vaqueta
a	a
12	12
1/4	1/4
pls	placas
	;
la	la
cera	cera
amarilla	amarilla
en	en
Ambourgo	Hamburgo
a	a
24	24
1/4	1/4
gruessos	gruessos
	,
que	que
es	es
barato	barato

le	Le
daras	darás
la	la
enorabuena	enhorabuena
en	en
mi	mi
nom	nombre
	,
y	y
a	a
su	su
espossa	esposa
y	y
senores	señores
mayores	mayores
que	que
dios	Dios
les	les
de	dé
muchos	muchos
años	años
de	de
vida	vida
pa	para
emplearlos	emplearlos
en	en
su	su
santo	santo
serbiçio	servicio

solo	Sólo
me	me
falta	falta
el	el
testimonio	testimonio
que	que
digo	digo

finalmte	Finalmente
	,
vmd	VM
ya	ya
save	sabe
	:
soy	soy
su	su
deudor	deudor
,	,
serbr	servidor
y	y
Amigo	amigo

para	Para
este	este
fin	fin
ordeno	ordeno
a	a
la	la
Me	madre
Priora	priora
de	de
ese	ese
convento	convento
restituia	restituya
a	a
Ud	usted
a	a
toda	toda
aquella	aquella
libertad	libertad
,	,
comodidades	comodidades
y	y
derechos	derechos
,	--
que	que
Ud	usted
,	,
segun	según
el	el
permiso	permiso
de	de
su	su
estado	estado
	,
gozava	gozaba
quando	cuando
el	el
P	padre
Provl	provincial
comenzó	comenzó
a	a
entrar	entrar
en	en
el	el
conocimiento	conocimiento
,	--
y	y
disposicion	disposición
de	de
su	su
causa	causa
,	,
y	y
q	que
le	le
conserve	conserve
en	en
ello	ello

qdo	Quedo
confiado	confiado
en	en
Vm	VM
me	me
ara	hará
el	el
fabor	favor
q	que
le	le
suplico	suplico

que	Que
aqui	aquí
estamos	estamos
en	en
esta	esta
pescina	piscina
	,
yo	yo
sin	sin
convenienzia	conveniencia
por	por
esta	esta
causa	causa
con	con
quarenta	cuarenta
u	o
quarenta	cuarenta
y	y
uno	uno
	,
infestado	infestado
de	de
algunos	algunos
achaques	achaques
	,
y	y
que	que
no	no
es	es
gusto	justo
continuar	continuar
semejante	semejante
vida	vida

Respondo	Respondo
al	al
primer	primer
capitulo	capítulo

hermano	Hermano
i	y
sr	señor
franco	Francisco
de	de
la	la
barrera	Barrera

se	Se
me	me
da	da
poco	poco
no	no
por	por
sobervia	soberbia
.	--
Lo	lo
que	que
digo	digo
	,
sino	sino
que	que
yo	yo
que	que
a	a
todos	todos
servi	serví
en	en
lo	lo
que	que
me	me
ocuparon	ocuparon
.	--
en	en
la	la
parte	parte
que	que
podia	podía
	,
y	y
que	que
oi	hoy
	,
llegado	llegado
aqui	aquí
Manuel	Manuel
	,
le	le
puso	puso
por	por
delante	delante
al	al
picaro	pícaro
de	de
sa	Sa
lo	lo
que	que
io	yo
avia	había
hecho	hecho

y	Y
en	en
quanto	cuanto
a	a
la	la
libransa	libranza
que	que
Remiti	remití
a	a
Vmd	VM
para	para
el	el
ssr	señor
tesorero	tesorero
del	del
Papel	papel
sellado	sellado
de	de
la	la
villa	villa
de	de
pontevedra	Pontevedra
	,
que	que
se	se
llama	llama
Dn	don
Mateo	Mateo
de	de
Alban	Albán
	,
se	se
servira	servirá
de	de
entregarle	entregarle
este	este
papelsillo	papelillo
que	que
ba	va
enclusa	inclusa
en	en
esta	ésta
q	que
sirve	sirve
de	de
contenta	contenta
	,
porque	porque
se	se
me	me
olvido	olvidó
de	de
Respaldarlo	respaldarlo
y	y
poner	poner
en	en
el	él
la	la
contenta	contenta

y	Y
le	le
estimo	estimo
mucho	mucho
,	--
y	y
de	de
nuevo	nuevo
le	le
estoi	estoy
reconocido	reconocido
pr	por
lo	lo
q	que
estima	estima
y	y
alivia	alivia
a	a
V	vuestra
R	reverenda
	,
a	a
qn	quien
riado	riado
las	las
gra	gracias
de	de
las	las
honrras	honras
q	que
aze	hace
a	a
mi	mi
sermn	sermón

Aqui	Aquí
llegaba	llegaba
qdo	cuando
llego	llegó
un	un
criado	criado
,	--
y	y
dijo	dijo
q	que
Montoya	Montoya
	,
el	el
tuerto	tuerto
	,
quedaba	quedaba
muriendo	muriendo

no	No
es	es
sino	sino
para	para
hazerle	hacerle
a	a
saber	saber
como	como
tenguo	tengo
salud	salud

Io	Yo
la	la
que	que
tubiere	tuviere
sienpre	siempre
la	la
enpleare	emplearé
n	en
el	el
serbisio	servicio
de	de
Vmd	VM

y	Y
que	que
V	vuestra
Rma	reverendísima
me	me
mande	mande
cuanto	cuanto
sea	sea
de	de
su	su
agrado	agrado
y	y
perdone	perdone
estos	estos
enfados	enfados
que	que
de	de
no	no
ser	ser
V	vuestra
Rma	reverendísima
quien	quien
es	es
temiera	temiera
el	el
rriesgo	riesgo
de	de
enfadoso	enfadoso

y	Y
los	los
otros	otros
tres	tres
estan	están
en	en
pension	pensión
en	en
casa	casa
de	de
una	una
prima	prima
hermana	hermana
de	de
mi	mi
aguela	abuela

lo	Lo
q	que
se	se
ha	ha
echo	hecho
hasta	hasta
aora	ahora
en	en
diffinito	definitorio
ya	ya
se	se
lo	lo
abran	habrán
avisado	avisado

en	En
quanto	cuanto
a	a
cobranças	cobranzas
no	no
digo	digo
mas	más
	,
sino	sino
que	que
por	por
no	no
le	le
dar	dar
pasiones	pasiones
no	no
manifiesto	manifiesto
lo	lo
que	que
ay	hay
	,
que	que
bastan	bastan
las	las
que	que
en	en
essa	esa
parte	parte
io	yo
tengo	tengo

Por	Por
tener	tener
noticia	noticia
de	de
su	su
mucha	mucha
christiandad	cristiandad
y	y
quan	cuán
amigo	amigo
es	es
de	de
hacer	hacer
bien	bien
	,
y	y
mas	más
a	a
pobres	pobres
tan	tan
neçessitdos	necesitados
como	como
son	son
los	los
que	que
bienen	vienen
de	de
tantos	tantos
travajos	trabajos
como	como
son	son
de	de
la	la
penita	penitencia
de	de
la	la
ciud	ciudad
de	de
Cuenca	Cuenca
	,
y	y
assi	así
le	le
suppco	suplico
por	por
ser	ser
quien	quien
es	es
me	me
socorra	socorra
con	con
una	una
limosna	limosna
	,
que	que
en	en
esto	esto
ara	hará
Vm	VM
una	una
gran	gran
limosna	limosna
y	y
a	a
mi	mí
card	caridad
	,
cuya	cuya
vida	vida
gde	guarde
Dios	Dios

y	Y
me	me
avisan	avisan
que	que
como	como
A	a
ventiuno	veintiuno
d	de
este	éste
estaran	estarán
en	en
zamora	Zamora
y	y
como	como
estan	están
vuenos	buenos

aqui	Aquí
no	no
ay	hay
ocasion	ocasión
ninguno	ninguno
derechamente	derechamente

tambien	También
esta	está
un	un
fontanero	fontanero
para	para
poner	poner
la	la
fuente	fuente
en	en
el	el
capitulo	capítulo
	,
vaxo	bajo
en	en
un	un
ataxado	atajado
q	que
se	se
ha	ha
hecho	hecho
,	,
y	y
llevar	llevar
la	la
agua	agua
al	al
claustro	claustro

en	En
las	las
de	de
vmd	VM
por	por
la	la
estafeta	estafeta
escrivo	escribo
dos	dos
Ringlones	renglones

conq	Conque
son	son
palabras	palabras
Cognoçidas	conocidas
	,
ya	ya
se	se
lo	lo
ê	he
dho	dicho
a	a
vmd	VM
tanvien	también
en	en
su	su
Cassa	casa
	,
Asiendome	haciéndome
mrd	merced

Izabel	Isabel
Rodrigues	Rodríguez
.	»

un	Un
poco	poco
de	de
tabaco	tabaco
llebara	llevará
el	el
portador	portador

espero	Espero
con	con
dias	días
que	que
presto	presto
sera	será
hecho	hecho

en	En
fin	fin
	,
hagan	hagan
todo	todo
quanto	cuanto
mal	mal
quisieren	quisieren
y	y
pudieren	pudieren
	,
que	que
Dios	Dios
nos	nos
a	ha
de	de
librar	librar
de	de
testigos	testigos
ffalsos	falsos
y	y
sacara	sacará
en	en
paz	paz
a	a
mi	mi
primo	primo

y	Y
a	a
Dios	Dios
q	que
te	te
gde	guarde
;	--
como	como
deseas	deseas
ea	etc

Madrid	Madrid
	,
y	y
Agosto	agosto
28	28
de	de
1692	1692

mucho	Mucho
me	me
guelgo	huelgo
de	de
la	la
amistad	amistad
que	que
professais	profesáis
con	con
el	el
sr	señor
Juan	Juan
de	de
Galain	Galáin
y	e
ybarrola	Ibarrola
	,
a	a
quien	quien
daras	darás
mi	mi
mema	memoria
	;
es	es
hixo	hijo
de	de
buenos	buenos
pes	padres
y	y
muy	muy
conocidos	conocidos
mios	míos

i	Y
escribirme	escribirme
como	como
le	le
dixe	dije
en	en
esta	esta
billa	villa
	,
mandandome	mandándome
en	en
que	qué
le	le
sirba	sirva

bien	Bien
puedes	puedes
crer	creer
que	que
	,
si	si
a	a
mi	mí
me	me
escribe	escribe
	,
le	le
dire	diré
con	con
mucha	mucha
razon	razón
lo	lo
que	que
siento	siento
	,
porque	porque
beo	veo
no	no
tiene	tiene
razon	razón
por	por
lo	lo
que	que
me	me
dizes	dices

Dios	Dios
ga	guarde
VV	VM
mu	muchos
años	años

puede	Puede
ser	ser
llegue	llegue
alla	allá

y	Y
que	que
no	no
dare	daré
lugar	lugar
mas	más
a	a
largas	largas
noticias	noticias
	:
basta	basta
las	las
que	que
a	ha
havido	habido
en	en
doce	doce
u	o
treçe	trece
anos	años

y	Y
que	que
con	con
manuel	Manuel
de	de
vega	Vega
no	no
se	se
avia	había
ablado	hablado

al	Al
fin	fin
	,
cada	cada
uno	uno
da	da
lo	lo
que	que
tiene	tiene

	¡
encomiendenme	Encomiéndenme
ustedes	ustedes
A	a
dios	Dios
	!
A	A
mis	mis
sovrinos	sobrinos
	,
muchos	muchos
recados	recados
de	de
mi	mi
parte	parte
y	y
de	de
las	las
muzhachas	muchachas

y	Y
me	me
alegro	alegro
mucho	mucho
de	de
ver	ver
su	su
carta	carta
de	de
V	vuestra
R	reverenda
tan	tan
ançiosa	ansiosa
de	de
las	las
penas	penas
,	,
pues	pues
es	es
cierto	cierto
es	es
el	el
camino	camino
derecho	derecho
del	del
gozar	gozar
,	--
el	el
padeçer	padecer

i	Y
dentro	dentro
de	de
un	un
punto	punto
se	se
ardia	ardía
toda	toda
la	la
placa	plaza
	,
i	y
de	de
manera	manera
q	que
los	los
cogio	cogió
al	al
primer	primer
sueño	sueño

al	Al
liçençiado	licenciado
alfonso	Alfonso
de	de
valdelomar	Valdelomar
y	y
a	a
pedro	Pedro
diaz	Díaz
veso	beso
las	las
manos	manos

Recivi	Recibí
la	la
de	de
vmd	VM
de	de
fha	fecha
de	de
18	18
con	con
toda	toda
estiman	estimación
,	--
por	por
las	las
buenas	buenas
noticias	noticias
que	que
me	me
Participa	participa
de	de
su	su
salud	salud
,	--
y	y
mi	mi
ssa	señora
Da	doña
Antonia	Antonia
	,
Cuyos	cuyos
ps	pies
Con	con
sus	sus
Manos	manos
de	de
vmd	VM
yo	yo
,	--
y	y
toda	toda
la	la
familia	familia
Besamos	besamos
e	etc

lo	Lo
que	que
conviene	conviene
es	es
el	el
desviar	desviar
d	de
ellos	ellos

por	Por
maior	mayor
lo	lo
abran	habrán
escrito	escrito
los	los
amigos	amigos
	,
quanto	cuanto
mas	más
hasta	hasta
q	que
se	se
acabe	acabe
enbiar	enviar
a	a
decir	decir
	,
mas	mas
q	que
estan	están
mui	muy
temerosos	temerosos
de	de
q	que
no	no
a	ha
llegado	llegado
el	el
fuego	fuego
a	a
la	la
polbora	pólvora
q	que
ellos	ellos
tenia	tenía
este	este
q	que
son	son
tantos	tantos
barilles	barriles
	—
dicen	dicen
	—
q	que
bolara	volará
toda	toda
la	la
placa	plaza

i	Y
si	si
vmd	VM
ubiere	hubiere
menester	menester
çertificasion	certificación
i	y
quisiere	quisiere
que	que
se	se
la	la
embie	envíe
	,
--	--
puede	puede
avisarme	avisarme
a	a
la	la
ciudad	ciudad
de	de
jirona	Gerona
en	en
este	este
reino	reino
de	de
cataluña	Cataluña
,	,
embiando	enviando
la	la
carta	carta
para	para
que	que
llegue	llegue
a	a
mis	mis
manos	manos
,	--
a	a
franco	Francisco
de	de
la	la
barera	Barrera
	,
alferes	alférez
de	de
la	la
ciudad	ciudad
de	de
Jaen	Jaen
	,
el	el
qual	cual
vibe	vive
detras	detrás
de	de
los	los
carmelitas	carmelitas
descalços	descalzos
en	en
la	la
calle	calle
del	del
moral	Moral
derengado	Derrengado

de	De
Vmd	VM

esta	Está
religuiossa	religiosa
franca	franciscana
,	--
en	en
el	el
combento	convento
llamado	llamado
la	la
Canal	Canal
Puerto	Puerto
de	de
Santander	Santander
	,
muy	muy
buen	buen
combento	convento
y	y
ella	ella
buena	buena
religuiossa	religiosa
	,
a	a
dios	Dios
graçias	gracias

quien	Quien
lo	lo
pego	pegó
no	no
se	se
sabe	sabe

dios	Dios
te	te
me	me
gde	guarde
como	como
desseo	deseo
y	y
he	he
menester	menester

despues	Después
que	que
tenia	tenía
escrito	escrito
esta	ésta
estube	estuve
con	con
el	el
señor	señor
Dn	don
Barme	Bartolomé
y	y
le	le
entregue	entregué
en	en
su	su
Mano	mano
propia	propia
su	su
carta	carta
	,
y	y
me	me
dijo	dijo
que	que
Responderia	respondería
a	a
ella	ella
mañana	mañana
por	por
la	la
tarde	tarde

bien	Bien
me	me
acuerdo	acuerdo
que	que
quando	cuando
sali	salí
de	de
los	Los
jentiles	Gentiles
te	te
enbie	envié
con	con
mi	mi
herm	hermano
16	16
baras	varas
de	de
Ruan	ruan
	,
calssado	calzado
	,
unos	unos
campeches	campeches
y	y
no	no
se	sé
que	qué
otra	otra
cossa	cosa
	;
y	y
no	no
me	me
as	has
abissado	avisado
de	de
nada	nada

tocante	Tocante
al	al
negosio	negocio
de	de
aquella	aquella
viuda	viuda
,	,
veo	veo
vmd	VM
no	no
me	me
hablar	hablar
en	en
ello	ello

Yo	Yo
a	ha
muchos	muchos
dias	días
estoy	estoy
padeciendo	padeciendo
el	el
achaque	achaque
de	de
la	la
gota	gota
	,
pero	pero
de	de
qualquier	cualquier
forma	forma
estoy	estoy
al	al
servio	servicio
de	de
V	vuestra
Rma	reverendísima
de	de
coraçon	corazón

Aora	Ahora
quiciera	quisiera
Micarino	Micarino
Mostrarce	mostrarse
agradecido	agradecido
A	a
tantos	tantos
beneficios	beneficios

y	Y
el	el
Parezerte	parecerte
mal	mal
Parecerà	parecerá
boberia	bobería
,	--
y	y
diran	dirán
q	que
quieres	quieres
mandar	mandar
mas	más
q	que
yo	yo

azerme	Hacerme
fabor	favor
de	de
tomar	tomar
por	por
trabajo	trabajo
inbiarmelo	enviármelo
y	y
perdonad	perdonad
el	el
enfado	enfado

y	Y
le	le
supo	suplico
me	me
encomiende	encomiende
a	a
nr	Nuestro
d	Divino
p	Padre

y	Y
estos	estos
negocios	negocios
favor	favor
y	y
dinero	dinero
lo	lo
a	ha
de	de
acavar	acabar

Nro	Nuestro
Sr	Señor
le	le
de	dé
a	a
Ud	usted
su	su
luz	luz
y	y
auxilios	auxilios
para	para
servirle	servirle
,	--
y	y
me	me
la	la
gde	guarde
en	en
su	su
gracia	gracia

y	Y
assi	así
Vm	VM
vera	verá
las	las
personas	personas
que	que
sean	sean
mas	más
de	de
su	su
satisfaçion	satisfacción
para	para
este	este
efecto	efecto
y	y
hara	hará
eleçcion	elección
d	de
ellas	ellas
	,
porque	porque
	,
en	en
quanto	cuanto
a	a
traer	traer
aca	acá
las	las
quentas	cuentas
	,
no	no
sea	sea
justa	justa
S	su
e	excelencia
por	por
dos	dos
cossas	cosas
	:
lo	lo
Primero	primero
por	por
falta	falta
de	de
notiçia	noticia
de	de
los	los
cargos	cargos
;	;
lo	lo
segundo	segundo
porq	porque
Vm	VM
puede	puede
no	no
tener	tener
aqui	aquí
persona	persona
que	que
con	con
buena	buena
notiçia	noticia
las	las
asista	asista
y	y
parecer	parecer
a	a
s	su
e	excelencia
que	que
mejor	mejor
se	se
podra	podrá
ay	ahí
hazr	hacer
eleçcion	elección
por	por
una	una
y	y
por	por
otra	otra
parte	parte
de	de
persnas	personas
inteligentes	inteligentes
que	que
den	den
cobro	cobro
y	y
satisfazn	satisfacción
a	a
su	su
e	excelencia
y	y
a	a
Vm	VM
	,
que	que
es	es
quanto	cuanto
puedo	puedo
rresponder	responder
al	al
contenimto	contenimiento
de	de
la	la
carta	carta
de	de
Vm	VM
	,
a	a
q	que
supco	suplico
crea	crea
quisiera	quisiera
poder	poder
asistirla	asistirla
y	y
serbirla	servirla
de	de
tal	tal
manera	manera
que	que
cesaran	cesaran
sus	sus
aogos	ahogos

Muy	Muy
sr	señor
mio	mío

no	No
se	sé
adonde	adónde
avia	había
de	de
ser	ser

tube	Tuve
noticia	noticia
q	que
tenias	tenías
decreto	decreto
de	de
su	su
yllma	ilustrísima
Para	para
q	que
te	te
manuteniese	manuteniese
,	,
a	a
lo	lo
qual	cual
te	te
resPondo	respondo
q	que
yo	yo
no	no
te	te
Privo	privo
,	--
Para	para
q	que
saques	saques
despachos	despachos
en	en
orden	orden
a	a
manutenerte	manutenerte

avizeme	Avíseme
vmd	VM
que	qué
valen	valen
Doblones	doblones
	,
que	que
aqui	aquí
cada	cada
ravan	ravan
llenan	llenan
tantas	tantas
y	y
no	no
parecen	parecen
	;
mas	mas
si	si
viere	viere
algun	algún
dino	dinero
es	es
mejor	mejor
tenero	tenerlo
que	que
no	no
pagar	pagar
portes	portes

areis	Haréis
lo	lo
que	que
se	se
deve	debe
como	como
yjo	hijo
de	de
bendision	bendición
que	que
sois	sois

Por	Por
via	vía
de	de
toledo	Toledo
lo	lo
hice	hice
oy	hoy
mas	más
largo	largo
no	no
advirtiendo	advirtiendo
al	al
correio	correio
	,
mas	mas
como	como
es	es
el	el
llegar	llegar
dia	día
mas	más
u	o
menos	menos
sere	seré
mas	más
breve	breve

y	Y
	,
fiado	fiado
en	en
la	la
md	merced
q	que
vmd	VM
me	me
haze	hace
	,
no	no
le	le
cansso	canso
mas	más
q	que
en	en
suplicarle	suplicarle
me	me
perdone	perdone
estos	estos
enfados	enfados
,	,
cuya	cuya
bida	vida
gde	guarde
nro	Nuestro
sor	Señor
m	muchos
años	años

y	Y
esto	esto
corra	corra
muy	muy
curiosamente	curiosamente
,	--
y	y
con	con
toda	toda
Puntualidad	puntualidad

dios	Dios
a	a
vmd	VM
gde	guarde
y	y
de	dé
los	los
annos	años
de	de
bienes	bienes
,	--
y	y
filisidades	felicidades
que	que
deseyo	deseo
en	en
conpania	compañía
de	de
nuestra	nuestra
ermana	hermana
y	y
sobrinos	sobrinos
	,
cuya	cuya
vida	vida
gde	guarde
dios	Dios

y	Y
el	el
rregistro	registro
esta	está
aqui	aquí
en	en
Madrid	Madrid
	,
ate	ante
Diego	Diego
Navarro	Navarro
Sotomayor	Sotomayor
	,
pero	pero
me	me
pusieron	pusieron
una	una
duda	duda
	,
qu	que
es	es
que	que
puede	puede
ser	ser
q	que
yo	yo
aya	haya
vendido	vendido
algunos	algunos
d	de
ellos	ellos
en	en
esa	esa
villa	villa

i	Y
algun	algún
dia	día
	,
i	y
presto	presto
	,
me	me
declarare	declararé
con	con
ustedes	ustedes

nuestra	Nuestra
Armada	armada
esta	está
para	para
yr	ir
en	en
busca	busca
de	de
la	la
enemiga	enemiga

con	Con
todo	todo
	,
devese	débese
consolar	consolar
con	con
que	que
no	no
es	es
vmd	VM
solo	solo
lo	lo
que	que
a	ha
padesido	padecido

espere	Espere
en	en
dios	Dios
que	que
vm	VM
no	no
estare	estare
enteresado	interesado
	;
y	y
los	los
que	que
son	son
	,
Dios	Dios
los	los
consuela	consuela

y	Y
	,
por	por
otra	otra
parte	parte
	,
nos	nos
trujo	trajo
enBelesador	embelesador
jusgando	juzgando
que	que
tomaria	tomaría
por	por
su	su
quenta	cuenta
el	el
sacar	sacar
despacho	despacho
del	del
consejo	consejo
por	por
averme	haberme
mandado	mandado
le	le
diese	diese
testimonio	testimonio
del	del
auto	auto
que	que
avia	había
dado	dado
	,
por	por
donde	donde
mando	mandó
que	que
por	por
agora	ahora
sobreseyese	sobreseyese
y	y
cobrase	cobrase
mis	mis
salarios	salarios
y	y
del	del
ssno	escribano
que	que
me	me
asistia	asistía

y	Y
	,
despues	después
que	que
se	se
aya	haya
bendido	vendido
con	con
esta	esta
calidad	calidad
	,
son	son
obligados	obligados
las	las
justicias	justicias
a	a
dar	dar
quenta	cuenta
en	en
el	el
consso	consejo
en	en
que	qué
an	han
gastado	gastado
el	el
dinero	dinero

no	No
se	se
de	de
mi	mí

3	3
	:
digo	Digo
que	que
ame	hame
paresido	parecido
bien	bien
le	le
aya	haya
escrito	escrito
al	al
agente	agente
dandole	dándole
quenta	cuenta
de	de
todo	todo
	,
y	y
Remitire	remitiré
la	la
de	de
Vmd	VM
para	para
el	el
coreo	correo
que	que
biene	viene
	;
por	por
este	éste
no	no
puede	puede
ser	ser
	,
porque	porque
ay	hay
mucho	mucho
que	que
	;
que	que
a	a
no	no
ser	ser
la	la
causa	causa
que	que
ba	va
dho	dicho
en	en
el	el
primer	primer
capitulo	capítulo
	,
ya	ya
estubiera	estuviera
alla	allá
	,
que	que
no	no
fue	fue
por	por
morosidad	morosidad
nuestra	nuestra

y	Y
S	su
e	excelencia
	,
es	es
cierto	cierto
	,
dice	dice
lo	lo
mesmo	mismo
que	que
Vm	VM
	,
que	que
no	no
quiere	quiere
nada	nada
que	que
no	no
sea	sea
suyo	suyo
muy	muy
justamentte	justamente

y	Y
io	yo
no	no
tengo	tengo
respondido	respondido
a	a
ellas	ellas
sin	sin
primero	primero
me	me
informar	informar
de	de
vmd	VM
quien	quién
era	era
que	que
dhas	dichas
cartas	cartas
mandava	mandaba

en	En
todos	todos
jeneralmente	generalmente
me	me
rrecomiendo	recomiendo
	,
a	a
quien	quien
Dios	Dios
gde	guarde

la	La
mia	mía
es	es
buena	buena
y	y
siempre	siempre
a	a
su	su
servo	servicio
	,
a	a
quien	quien
supco	suplico
se	se
sirva	sirva
hazer	hacer
con	con
todo	todo
enpeño	empeño
y	y
con	con
el	el
rravadan	rabadán
que	que
passa	pasa
a	a
montañas	montañas
El	el
que	que
haga	haga
delixenzia	diligencia
	,
como	como
lo	lo
espero	espero
	,
corriendo	corriendo
per	por
mano	mano
de	de
Vm	VM
que	que
sepa	sepa
en	en
la	la
villa	villa
de	de
potes	Potes
Con	con
todo	todo
secreto	secreto
,	--
de	de
Don	don
Franco	Francisco
de	de
Cosío	Cosío
,	,
mi	mi
marido	marido
	,
que	que
bive	vive
en	en
dha	dicha
villa	villa
	;
que	que
por	por
estas	estas
señas	señas
se	se
sabra	sabrá
d	de
el	él
con	con
fazilidad	facilidad

segun	Según
nuestros	nuestros
libros	libros
le	le
alcansamos	alcanzamos
a	a
vm	VM
	,
como	como
tanbien	también
bera	verá
vm	VM
por	por
los	los
suyos	suyos

Amsterdam	Amsterdam
	,
Junio	junio
7	7
de	de
1678	1678
Ocaziona	Ocasiona
La	la
neticia	noticia
q	que
Vmd	VM
será	será
servido	servido
mandar	mandar
encaminar	encaminar
estos	estos
renglones	renglones
	,
y	y
juntamte	juntamente
suplicarle	suplicarle
pueda	pueda
io	yo
mereserle	merecerle
a	a
q	que
me	me
de	dé
buenas	buenas
nuevas	nuevas
suias	suyas
i	y
muchas	muchas
ocaziones	ocasiones
en	en
q	que
servirle	servirle

de	De
vmd	VM
	,
Basco	Basco
Pereira	Pereira
Las	Las
cedulas	cédulas
Reales	reales
me	me
vengan	vengan
por	por
vida	vida
de	de
vmd	VM
sin	sin
falta	falta
	,
que	que
estoy	estoy
ya	ya
Corrido	corrido
de	de
las	las
aver	haber
prometido	prometido
a	ha
tantos	tantos
tienpos	tiempos
y	y
no	no
darselas	dárselas
	,
pues	pues
muchos	muchos
toman	toman
estanques	estanques
por	por
ellas	ellas

gde	Guarde
Dios	Dios
a	a
vmd	VM
muchos	muchos
anos	años

i	Y
tanbien	también
si	si
acaso	acaso
vm	VM
supiere	supiere
alguna	alguna
parte	parte
conosida	conocida
de	de
vm	VM
adonde	adonde
pueda	pueda
estar	estar
mi	mi
ija	hija
por	por
criada	criada
	,
ara	hará
vm	VM
una	una
gran	gran
limosna	limosna

al	Al
prnte	presente
	,
es	es
depossitario	depositario
de	de
esta	esta
ciud	ciudad

ia	Ya
digo	digo
lo	lo
agan	hagan
	,
que	que
les	les
inporta	importa

Dios	Dios
g	guarde
a	a
V	vuestra
Rma	reverendísima

por	Por
amor	amor
de	de
Dios	Dios
	,
me	me
haga	haga
esta	esta
mrd	merced
	,
que	que
yo	yo
quedare	quedaré
contento	contento
con	con
esto	esto
y	y
espero	espero
que	que
no	no
me	me
a	ha
de	de
costar	costar
un	un
Real	real

no	No
sse	sé
a	a
que	qué
atribuir	atribuir
ya	ya
no	no
aber	haber
tenido	tenido
letra	letra
tuya	tuya
qdo	cuando
bino	vino
D	don
Ju	Juan
Ignassio	Ignacio
	,
D	don
luis	Luis
de	de
baldes	Valdés
y	y
otros	otros

que	Que
aseguro	aseguro
a	a
Vmd	VM
no	no
avia	había
de	de
enfadar	enfadar
a	a
Vmd	VM
segunda	segunda
ves	vez
	,
que	que
bien	bien
se	sé
son	son
causas	causas
contadas	contadas
i	y
los	los
tienpos	tiempos
andan	andan
apretados	apretados

que	Que
lo	lo
literal	literal
no	no
